T,K(cr),K(L),KOH(a),KOH(b),KOH(L),K2O2(s),K2O(s),KO2(s),H2O(s),H2O(L),Electron,H,H+,H-,HO2,H2,H2+,H2-,H2O,H2O+,H2O2,H3O+,K,K+,KH,KO,KO-,KOH,KOH+,K2,K2O2H2,O,O+,O-,OH,OH+,OH-,O2,O2+,O2-,O3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,0,0,0,0,0,0,0,0,0,0,5.77E-29,7.00E-21,1.96E-129,2.15E-42,2.08E-75,1,8.52E-127,4.34E-54,2.00E-13,1.99E-111,5.02E-63,5.90E-75,1.00E-13,5.77E-29,9.55E-19,9.77E-49,5.90E-57,1.64E-20,1.24E-66,8.75E-25,3.78E-28,3.08E-59,5.90E-168,1.84E-73,1.38E-39,7.45E-141,1.42E-50,6.95E-72,8.01E-165,4.27E-96,6.95E-126
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16500,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.344982185,0.654989096,1.344984316,9.52E-06,0,1.15E-06,7.39E-06,2.82E-13,0,0,0,0,7.26E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.26E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16600,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.37158662,0.628386099,1.371588592,9.07E-06,0,1.02E-06,7.10E-06,2.09E-13,0,0,0,0,7.32E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16700,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.397517386,0.602456715,1.397519201,8.63E-06,0,9.06E-07,6.82E-06,1.54E-13,0,0,0,0,7.38E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16800,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.422748695,0.577226731,1.422750357,8.21E-06,0,8.03E-07,6.55E-06,1.13E-13,0,0,0,0,7.43E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16900,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.447259131,0.552717563,1.447260643,7.80E-06,0,7.11E-07,6.29E-06,8.22E-14,0,0,0,0,7.49E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17000,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.471031585,0.528946321,1.471032953,7.40E-06,0,6.29E-07,6.03E-06,5.94E-14,0,0,0,0,7.54E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17100,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.494053144,0.50592592,1.494054371,7.02E-06,0,5.56E-07,5.79E-06,4.26E-14,0,0,0,0,7.59E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.59E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17200,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.51631493,0.483665236,1.516316021,6.65E-06,0,4.91E-07,5.56E-06,3.04E-14,0,0,0,0,7.64E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.64E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17300,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.537811909,0.462169307,1.537812869,6.29E-06,0,4.33E-07,5.33E-06,2.15E-14,0,0,0,0,7.68E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17400,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.558542662,0.441439553,1.558543496,5.95E-06,0,3.82E-07,5.12E-06,1.51E-14,0,0,0,0,7.73E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17500,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.578509132,0.421474031,1.578509844,5.63E-06,0,3.36E-07,4.91E-06,1.05E-14,0,0,0,0,7.77E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17600,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.597716358,0.402267704,1.597716954,5.31E-06,0,2.96E-07,4.72E-06,7.31E-15,0,0,0,0,7.81E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.81E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17700,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.616172192,0.383812722,1.616172677,5.02E-06,0,2.60E-07,4.53E-06,5.03E-15,0,0,0,0,7.85E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17800,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.633887013,0.366098707,1.633887392,4.73E-06,0,2.29E-07,4.35E-06,3.44E-15,0,0,0,0,7.89E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17900,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.650873442,0.34911304,1.65087372,4.46E-06,0,2.01E-07,4.19E-06,2.34E-15,0,0,0,0,7.93E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.93E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18000,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.667146056,0.332841146,1.667146237,4.21E-06,0,1.77E-07,4.03E-06,1.58E-15,0,0,0,0,7.96E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18100,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.682721113,0.317266768,1.682721202,3.97E-06,0,1.55E-07,3.88E-06,1.05E-15,0,0,0,0,8.00E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18200,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.69761629,0.302372232,1.697616291,3.74E-06,0,1.36E-07,3.73E-06,7.01E-16,0,0,0,0,8.03E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18300,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.711850433,0.288138692,1.711850351,3.52E-06,0,1.20E-07,3.60E-06,4.63E-16,0,0,0,0,8.06E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.06E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18400,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.725443322,0.27454637,1.725443161,3.31E-06,0,1.05E-07,3.47E-06,3.03E-16,0,0,0,0,8.09E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.09E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18500,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.738415454,0.261574772,1.738415218,3.12E-06,0,9.22E-08,3.35E-06,1.97E-16,0,0,0,0,8.12E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.12E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18600,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.750787843,0.249202885,1.750787536,2.93E-06,0,8.09E-08,3.24E-06,1.27E-16,0,0,0,0,8.15E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.15E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18700,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.762581841,0.237409359,1.762581465,2.76E-06,0,7.10E-08,3.14E-06,8.17E-17,0,0,0,0,8.17E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18800,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.773818972,0.22617267,1.773818532,2.60E-06,0,6.22E-08,3.04E-06,5.20E-17,0,0,0,0,8.20E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.20E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18900,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.784520791,0.215471265,1.784520289,2.44E-06,0,5.46E-08,2.95E-06,3.28E-17,0,0,0,0,8.22E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.22E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19000,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.794708754,0.205283691,1.794708193,2.30E-06,0,4.79E-08,2.86E-06,2.06E-17,0,0,0,0,8.24E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.24E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19100,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.804404106,0.195588703,1.804403488,2.16E-06,0,4.20E-08,2.78E-06,1.28E-17,0,0,0,0,8.26E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19200,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.813627788,0.186365362,1.813627115,2.03E-06,0,3.68E-08,2.71E-06,7.91E-18,0,0,0,0,8.28E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19300,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.822400353,0.177593115,1.822399628,1.91E-06,0,3.22E-08,2.64E-06,4.84E-18,0,0,0,0,8.30E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19400,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.830741901,0.169251865,1.830741126,1.80E-06,0,2.83E-08,2.58E-06,2.94E-18,0,0,0,0,8.32E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19500,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.83867202,0.161322023,1.838671197,1.69E-06,0,2.48E-08,2.52E-06,1.77E-18,0,0,0,0,8.34E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19600,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.846209746,0.153784556,1.846208875,1.59E-06,0,2.17E-08,2.47E-06,1.06E-18,0,0,0,0,8.35E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.35E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19700,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.853373523,0.14662102,1.853372606,1.50E-06,0,1.91E-08,2.42E-06,6.29E-19,0,0,0,0,8.37E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19800,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.860181181,0.139813586,1.860180219,1.41E-06,0,1.67E-08,2.37E-06,3.70E-19,0,0,0,0,8.38E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.38E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19900,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.866649916,0.133345059,1.86664891,1.33E-06,0,1.46E-08,2.34E-06,2.16E-19,0,0,0,0,8.40E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.40E-300,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000,1.00E-13,0,0,0,0,0,0,0,0,2.00E-13,1.872796281,0.127198887,1.872795231,1.25E-06,0,1.28E-08,2.30E-06,1.25E-19,0,0,0,0,8.41E-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41E-300,0,0,0
