T,K(cr),K(L),KOH(a),KOH(b),KOH(L),K2O2(s),K2O(s),KO2(s),H2O(s),H2O(L),Electron,H,H+,H-,HO2,H2,H2+,H2-,H2O,H2O+,H2O2,H3O+,K,K+,KH,KO,KO-,KOH,KOH+,K2,K2O2H2,O,O+,O-,OH,OH+,OH-,O2,O2+,O2-,O3
10300,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.005601768936709736,1.9641721967526553,0.00560897229745977,8.928527171993289e-05,0.0,0.014981916860283986,8.246894478445802e-05,3.87033814558172e-07,0.0,0.0,0.0,0.0,4.322925394947497e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.322925394947497e-300,0.0,0.0,0.0
10400,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.006106490572046328,1.9651465847234297,0.006114654007454721,9.422169513691139e-05,0.0,0.01423541971218446,8.645416716675298e-05,3.9590743823382305e-07,0.0,0.0,0.0,0.0,4.325634040546682e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.325634040546682e-300,0.0,0.0,0.0
10500,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.006646353881074001,1.9659880713061098,0.006655544518908658,9.930907035501207e-05,0.0,0.013537610822411152,9.052258111113598e-05,4.041485907797651e-07,0.0,0.0,0.0,0.0,4.328313087212694e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.328313087212694e-300,0.0,0.0,0.0
10600,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.007223038323234218,1.9667027651260438,0.007233325206108536,0.00010454652495908157,0.0,0.012884598521122222,9.467134610329456e-05,4.1170401853282325e-07,0.0,0.0,0.0,0.0,4.330974640264777e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.330974640264777e-300,0.0,0.0,0.0
10700,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.007838260548464327,1.9672960278893317,0.007849714522267787,0.00010993297381899802,0.0,0.012272846262381145,9.889752236273832e-05,4.185223471994072e-07,0.0,0.0,0.0,0.0,4.333630114765517e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333630114765517e-300,0.0,0.0,0.0
10800,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.008493773558504369,1.9677725468636804,0.008506467146784451,0.00011546711965093513,0.0,0.011699136794188367,0.0001031980859623984,4.24554591551973e-07,0.0,0.0,0.0,0.0,4.336290311478782e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.336290311478782e-300,0.0,0.0,0.0
10900,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.0091913658367744,1.9681363996082715,0.00920537310064757,0.00012114745367910181,0.0,0.011160540219335631,0.00010756994448585963,4.297546799260351e-07,0.0,0.0,0.0,0.0,4.3389654843083905e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3389654843083905e-300,0.0,0.0,0.0
11000,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.00993286043817882,1.9683911118266222,0.009948256821729713,0.00012697225656689942,0.0,0.01065438551438385,0.00011200995298654098,4.3407997054084253e-07,0.0,0.0,0.0,0.0,4.341665400138923e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.341665400138923e-300,0.0,0.0,0.0
11100,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.010720114051668062,1.9685397091245862,0.010736976212733867,0.00013293959953103934,0.0,0.010178235109358528,0.00011651493024057208,4.3749177533973635e-07,0.0,0.0,0.0,0.0,4.344399391969685e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.344399391969685e-300,0.0,0.0,0.0
11200,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.011555016029253684,1.968584763374567,0.011573421655692194,0.00013904734571593838,0.0,0.009729862180794954,0.00012108167514737346,4.3995586994575075e-07,0.0,0.0,0.0,0.0,4.347176406082812e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.347176406082812e-300,0.0,0.0,0.0
11300,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.012439487385074619,1.9685284342945628,0.012459514996328946,0.0001452931516299372,0.0,0.009307230352167668,0.00012570698337340615,4.414429977958308e-07,0.0,0.0,0.0,0.0,4.3500050439176135e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3500050439176135e-300,0.0,0.0,0.0
11400,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.013375479774536677,1.9683725067940943,0.01339720850875806,0.00015167446886099546,0.0,0.008908475520663203,0.00013038766395995834,4.419293203517763e-07,0.0,0.0,0.0,0.0,4.352893599283989e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.352893599283989e-300,0.0,0.0,0.0
11500,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.014364974444627924,1.9681184245505485,0.014388483831475526,0.0001581885459438107,0.0,0.008531889582984717,0.00013512055596376653,4.4139686755007356e-07,0.0,0.0,0.0,0.0,4.355850091388949e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.355850091388949e-300,0.0,0.0,0.0
11600,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.01540998115795619,1.9677673202340933,0.015435350877313778,0.00016483243042579595,0.0,0.008175905849964478,0.0001399025449936665,4.398339254630222e-07,0.0,0.0,0.0,0.0,4.3588822941388086e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3588822941388086e-300,0.0,0.0,0.0
11700,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.016512537104736724,1.9673200427750817,0.016539846731340728,0.00017160297096564152,0.0,0.007839085945995845,0.00014473057973591222,4.372353742803584e-07,0.0,0.0,0.0,0.0,4.3619977621906875e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3619977621906875e-300,0.0,0.0,0.0
11800,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.01767470578256052,1.9667771819772348,0.0177040345173358,0.0001784968198682117,0.0,0.00752010805152368,0.00014960168807492787,4.3360298199513817e-07,0.0,0.0,0.0,0.0,4.365203854018244e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.365203854018244e-300,0.0,0.0,0.0
11900,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.01889857587249493,1.9661390907734055,0.01893000226043983,0.00018551043552743622,0.0,0.007217756326319123,0.00015451299318861684,4.2894560607870406e-07,0.0,0.0,0.0,0.0,4.36850775240535e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36850775240535e-300,0.0,0.0,0.0
12000,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.020186260081383387,1.965405905407881,0.020219861716464647,0.00019264008506414523,0.0,0.006930911386420007,0.0001594617293292042,4.232793463195313e-07,0.0,0.0,0.0,0.0,4.3719164825788494e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3719164825788494e-300,0.0,0.0,0.0
12100,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.021539893982686124,1.9645775637128677,0.021575747200490086,0.0001998818473338768,0.0,0.006658541734721279,0.0001644452571314522,4.1662760153435177e-07,0.0,0.0,0.0,0.0,4.3754369282683215e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3754369282683215e-300,0.0,0.0,0.0
12200,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.022961634827446183,1.9636538217479287,0.02299981438565052,0.00020723161588278156,0.0,0.006399696025296759,0.00016946107872537998,4.090210469279072e-07,0.0,0.0,0.0,0.0,4.37907584589091e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37907584589091e-300,0.0,0.0,0.0
12300,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.02445366035005437,1.9626342689329261,0.024494239097390097,0.0002146851021891266,0.0,0.00615349608365614,0.0001745068523721122,4.0049751870271406e-07,0.0,0.0,0.0,0.0,4.3828398770843894e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3828398770843894e-300,0.0,0.0,0.0
12400,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.026018167554723703,1.9615183418544762,0.026061216088647452,0.00022223783892144175,0.0,0.005919130600166437,0.00017958040680418792,3.911018064948497e-07,0.0,0.0,0.0,0.0,4.386735559737255e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.386735559737255e-300,0.0,0.0,0.0
12500,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.027657371488313966,1.9603053368799923,0.027702957802475052,0.00022988518369451073,0.0,0.00569584942648277,0.00018467975488504357,3.8088535161250566e-07,0.0,0.0,0.0,0.0,4.390769337681273e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.390769337681273e-300,0.0,0.0,0.0
12600,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.02937350399846388,1.9589944217070034,0.029421693119731432,0.00023762232257159907,0.0,0.005482958412140659,0.00018980310715492683,3.6990585087884273e-07,0.0,0.0,0.0,0.0,4.394947569179459e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.394947569179459e-300,0.0,0.0,0.0
12700,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.03116881247754068,1.9575846459566613,0.031219666093685393,0.0002454442740607814,0.0,0.005279814726141035,0.00019494888468557116,3.582267694961659e-07,0.0,0.0,0.0,0.0,4.3992765343317396e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3992765343317396e-300,0.0,0.0,0.0
12800,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.03304555859122021,1.956074950914172,0.033099134669502796,0.00025334589312922155,0.0,0.005085822613021748,0.00020011573161158848,3.459167649506962e-07,0.0,0.0,0.0,0.0,4.403762441504463e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.403762441504463e-300,0.0,0.0,0.0
12900,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.035006016992866366,1.9544641784995929,0.03506236939024092,0.0002613218755058398,0.0,0.004900429540935844,0.00020530252716272778,3.3304903146212885e-07,0.0,0.0,0.0,0.0,4.4084114328790355e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4084114328790355e-300,0.0,0.0,0.0
13000,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.03705247402196664,1.9527510795526553,0.03711165208732402,0.00026936676203711586,0.0,0.004723122700972254,0.00021050839724949733,3.197005697464063e-07,0.0,0.0,0.0,0.0,4.413229589204262e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.413229589204262e-300,0.0,0.0,0.0
13100,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.03918722638565936,1.9509343215018153,0.039249274554654524,0.00027747494341172536,0.0,0.004553425822658354,0.000215732725808791,3.059513922163086e-07,0.0,0.0,0.0,0.0,4.418222933825937e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.418222933825937e-300,0.0,0.0,0.0
13200,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.04141257982362728,1.9490124954789916,0.04147753720652886,0.0002856406647993458,0.0,0.004390896275388081,0.00022097516557478909,2.9188367699133294e-07,0.0,0.0,0.0,0.0,4.423397436060725e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.423397436060725e-300,0.0,0.0,0.0
13300,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.04373084775528986,1.9469841229375526,0.043798747718573706,0.0002938580309841061,0.0,0.0042351224267808815,0.0002262356485820429,2.775808817965572e-07,0.0,0.0,0.0,0.0,4.4287590139742983e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4287590139742983e-300,0.0,0.0,0.0
13400,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.04614434990584363,1.9448476618272463,0.04621521964773224,0.00030212101146634917,0.0,0.004085721233334385,0.0002315143964104776,2.631268327453858e-07,0.0,0.0,0.0,0.0,4.434313536609641e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.434313536609641e-300,0.0,0.0,0.0
13500,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.048655410913370806,1.9426015123683869,0.048729271033951006,0.0003104234458792358,0.0,0.003942336040786494,0.00023681193010198409,2.4860480294182826e-07,0.0,0.0,0.0,0.0,4.4400668257195665e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4400668257195665e-300,0.0,0.0,0.0
13600,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.051266358912730514,1.9402440224697775,0.051343222978981355,0.0003187590495578579,0.0,0.0038046345741408263,0.0002421290799038721,2.340965968505985e-07,0.0,0.0,0.0,0.0,4.446024657037267e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.446024657037267e-300,0.0,0.0,0.0
13700,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.05397952409808761,1.9377734928244736,0.054059398204205356,0.000327121419317253,0.0,0.003672307099289104,0.00024746699485603274,2.1968165652004053e-07,0.0,0.0,0.0,0.0,4.452192761128088e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.452192761128088e-300,0.0,0.0,0.0
13800,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.05679723724773026,1.9351881817320264,0.05688011957107516,0.0003355040394320077,0.0,0.0035450647400348577,0.00025282715229278424,2.0543620568720592e-07,0.0,0.0,0.0,0.0,4.458576823822042e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.458576823822042e-300,0.0,0.0,0.0
13900,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.059721828245176314,1.9324863096421987,0.05980770859811801,0.0003439002878221748,0.0,0.0034226379359554226,0.0002582113673277539,1.9143244727383468e-07,0.0,0.0,0.0,0.0,4.4651824863322815e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4651824863322815e-300,0.0,0.0,0.0
14000,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.06275562454864919,1.929666063494089,0.06284448392649009,0.0003523034424249016,0.0,0.003304775028056438,0.0002636218024129175,1.777378289152442e-07,0.0,0.0,0.0,0.0,4.4720153449836475e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4720153449836475e-300,0.0,0.0,0.0
14100,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.06590094963477536,1.9267256008484366,0.06599275975998693,0.00036070668781138486,0.0,0.003191240960303796,0.0002690609769894959,1.6441438969398012e-07,0.0,0.0,0.0,0.0,4.479080950633161e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.479080950633161e-300,0.0,0.0,0.0
14200,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.06916012141311625,1.9236630538372164,0.06925484427574442,0.000369103121962048,0.0,0.0030818160866049066,0.0002745317775337237,1.5151819985891147e-07,0.0,0.0,0.0,0.0,4.486384807797133e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.486384807797133e-300,0.0,0.0,0.0
14300,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.07253545059761864,1.9204765329640685,0.07263303799213217,0.0003774857632889527,0.0,0.002976295073474943,0.00028003746767799005,1.390989026027084e-07,0.0,0.0,0.0,0.0,4.4939323734765276e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4939323734765276e-300,0.0,0.0,0.0
14400,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.07602923904514193,1.9171641307618075,0.07612963210340214,0.0003858475578091418,0.0,0.0028744858900065355,0.00028558169891647556,1.271993675616241e-07,0.0,0.0,0.0,0.0,4.501729055719679e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.501729055719679e-300,0.0,0.0,0.0
14500,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.07964377804886776,1.9137239253355431,0.07974690676893552,0.00039418138657709505,0.0,0.0027762088768525173,0.00029116852196433044,1.1585545499084135e-07,0.0,0.0,0.0,0.0,4.509780211913818e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.509780211913818e-300,0.0,0.0,0.0
14600,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.08338134658458617,1.9101539838065373,0.08348712935523228,0.0004024800732961034,0.0,0.0026812958878159273,0.00029680239855073976,1.0509590076990512e-07,0.0,0.0,0.0,0.0,4.5180911468153304e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5180911468153304e-300,0.0,0.0,0.0
14700,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.08724420951490447,1.9064523656650552,0.08735255263520135,0.00041073639211944274,0.0,0.0025895894971580294,0.00030248821413809865,9.494231551695615e-08,0.0,0.0,0.0,0.0,4.5266671103436593e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5266671103436593e-300,0.0,0.0,0.0
14800,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.09123461573897158,1.9026171260557037,0.09134541293242286,0.000418943075673663,0.0,0.002500942267084632,0.00030823129151910715,8.540929670979198e-08,0.0,0.0,0.0,0.0,4.5355132951240766e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5355132951240766e-300,0.0,0.0,0.0
14900,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.09535479629387751,1.8986463189996057,0.09546792821626747,0.00042709282324265445,0.0,0.002415216070092181,0.00031403740550140337,7.650464869990372e-08,0.0,0.0,0.0,0.0,4.544634833803692e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.544634833803692e-300,0.0,0.0,0.0
15000,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.0996069623966968,1.8945380005737007,0.09972229613677469,0.00043517830916757933,0.0,0.002332281461486508,0.0003199127987906907,6.822970102619792e-08,0.0,0.0,0.0,0.0,4.554036796126868e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.554036796126868e-300,0.0,0.0,0.0
15100,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.10399330342925266,1.890290232053628,0.10411069200112295,0.00044319219141875186,0.0,0.0022520170977355634,0.0003258641992641886,6.057971571832742e-08,0.0,0.0,0.0,0.0,4.563724185783423e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.563724185783423e-300,0.0,0.0,0.0
15200,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.10851598486008253,1.8859010830332963,0.108635266686045,0.0004511271203714173,0.0,0.002174309196794928,0.0003318988387790243,5.3544370091426736e-08,0.0,0.0,0.0,0.0,4.573701937025806e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.573701937025806e-300,0.0,0.0,0.0
15300,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.11317714611046235,1.8813686345215308,0.11329814449270188,0.00045897574768353615,0.0,0.002099051036788943,0.00033802447374826325,4.710830426046504e-08,0.0,0.0,0.0,0.0,4.583974911077546e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583974911077546e-300,0.0,0.0,0.0
15400,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.11797889832562526,1.8766909820604658,0.11810142090510772,0.00046673073549355424,0.0,0.0020261424898247865,0.000344249407726577,4.1251715480207796e-08,0.0,0.0,0.0,0.0,4.5945478922550075e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5945478922550075e-300,0.0,0.0,0.0
15500,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.12292332211767998,1.8718662388052105,0.12304716031840174,0.00047438476558998724,0.0,0.0019554895883587466,0.00035058251585412325,3.5950985909966636e-08,0.0,0.0,0.0,0.0,4.605425583952867e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.605425583952867e-300,0.0,0.0,0.0
15600,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.1280124652024753,1.8668925386479165,0.12813739365849974,0.00048193054886515736,0.0,0.0018870041206594731,0.0003570332721700979,3.1179329448388405e-08,0.0,0.0,0.0,0.0,4.616612604329862e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.616612604329862e-300,0.0,0.0,0.0
15700,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.1332483399731864,1.86176803934745,0.1333741159363231,0.0004893608348732231,0.0,0.0018206032538576704,0.0003636117791777908,2.6907441238825514e-08,0.0,0.0,0.0,0.0,4.6281134817922505e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6281134817922505e-300,0.0,0.0,0.0
15800,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.1386329209949821,1.8564909256850928,0.13875928372014754,0.0004966684215218199,0.0,0.001756209181789061,0.0003703288004932409,2.31041368498654e-08,0.0,0.0,0.0,0.0,4.639932650245389e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.639932650245389e-300,0.0,0.0,0.0
15900,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.14416814241910678,1.8510594126514601,0.144294812524287,0.0005038461648902028,0.0,0.0016937487958356972,0.00037719579667797254,1.9736968014457003e-08,0.0,0.0,0.0,0.0,4.652074444113495e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.652074444113495e-300,0.0,0.0,0.0
16000,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.14985589531317237,1.8454717486712517,0.1499825741105386,0.0005108869891661457,0.0,0.0016331533769145493,0.0003842249646034432,1.6772803604729638e-08,0.0,0.0,0.0,0.0,4.6645430931238874e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6645430931238874e-300,0.0,0.0,0.0
16100,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.15569802490958787,1.8397262188669712,0.15582439370392057,0.0005177838966736524,0.0,0.0015743583069440226,0.0003914292807071514,1.4178366221508137e-08,0.0,0.0,0.0,0.0,4.6773427168628414e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6773427168628414e-300,0.0,0.0,0.0
16200,9.999999999999999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-13,0.1616963277646863,1.8338211483716598,0.16182204711489453,0.0005245299780022066,0.0,0.0015173027982942656,0.0003988225485106623,1.1920716668585466e-08,0.0,0.0,0.0,0.0,4.690477319089237e-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.690477319089237e-300,0.0,0.0,0.0
